country-name,state-or-province,phys-area-name,principal-cave-name,other-cave-name,cave-id,latitude,longitude,altitude,length,vertical-extent,number-of-entrances,rock-type,cave-type,contents,comments,cave-system,branch-name,reference,cave-use,curation
United States of America,Idaho; Butte County,,Arco Tunnel,,,,,,1316,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1020,,
Iceland,Arnessysla,,Arnarker,,,,,,470,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=7,,
United States of America,Oregon; Deschutes County,Newberry Volcano,Arnold Ice Cave,Crook County Ice Cave,,,,,49,,,,lava tunnel,permanent ice,,Arnold Lava Tube System,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1285; Knutson (1976) www.vulcanospeleology.org/sym01/ISV1x08.pdf,,
United States of America,Idaho,,Arrowhead Cave,,,,,,36,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1105,,
United States of America,Hawaii,Hawaii (Big Island),Ash Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=802,,
United States of America,Hawaii,Hawaii Island,Ash Crawl Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=805,,
United States of America,California; Siskiyou County,,Ash Creek cave,,,,,,122,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=461,,
United States of America,Washington; Skamania County,,Ash Hole Cave,,,,,,18,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1622,,
United States of America,Washington; Skamania County,,Asher's Cave,,,,,,213,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1623,,
United States of America,California; Siskiyou County,,Astro Tuff Cave,,,,,,275,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=462,,
Australia,Queensland,Undara,Atkinson Cave,,AU-ASF-4U-20,,,,101,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1371,,
Australia,Queensland,Undara,(Unknown Name),,AU-ASF-4U-21,,,,160,,,basalt,lava tunnel,,,,,ASF cave database,,
Japan,,,Atsuhara Fuketsu Cave,,,,,,89,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=38,,
United States of America,Hawaii,Maui; Haleakala,Auwahi Cave,,,,,1463,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=894; Olson and James (1991) DOI:10.2307/40166794,,
United States of America,Idaho; Bingham County,,Aviator Cave,,,,,,365,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1001,,
Iceland,,,îbrennishlmahellir,,,,,,411,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=198,,
United States of America,California; San Bernardino,Pisgah,B,,,,,,166,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=285,,
United States of America,Oregon; Deschutes County,,Back Flip Cave,,,,,,36,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1298,,
United States of America,California; Siskiyou County,,Backbone Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=602,,
United States of America,Washington; Skamania County,Mount St. Helens,Backbone Cave,,,,,,518,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1729,,
United States of America,Oregon; Malheur County,,Baker Cave,,,,,,1496,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1216,,
United States of America,California; Siskiyou County,Lava Beds National Monument,Balcony Cave,,,,,,885,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=521,self-guided tourist cave,
United States of America,California; Siskiyou County,,Balcony Chamber Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=558,,
United States of America,Hawaii,Hawaii (Big Island),Bamboo Puka,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=775,,
Japan,,,Banba Ana Cave,,,,,,621,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=39,,
United States of America,New Mexico; Cibola County,,Bandera Crater Tube,,,,,,28600,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1199,,
United States of America,Oregon; Deschutes County,,Barbed Wire Cave,,,,,,30,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1259; https://rpif.asu.edu/LTdatabase/result.php?RECNO=1341,,
Australia,Queensland,Undara,Barkers Cave,,AU-ASF-4U-34,,,,905,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1417; Atkinson et al. (1975) https://doi.org:10.1007/BF02597832,,
Australia,Queensland,,Barkers Crater Caves,,,,,,250,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1414,,
United States of America,Oregon; Deschutes County,,Barlow Cave,,,,,,243,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1251; https://rpif.asu.edu/LTdatabase/result.php?RECNO=1339,,
United States of America,Oregon; Malheur County,,Barn Swallow Cave,,,,,,152,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1306,,
United States of America,Washington; Skamania County,Mount St. Helens,Barney's Cave,,,,,509,57,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1693,,
United States of America,California; Siskiyou County,,Barnum Cave,,,,,,245,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=463,,
United States of America,Idaho; Bingham County,,Barricade Shelter Cave,,,,,,20,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1002,,
United States of America,Arizona; Coconino County,,Basalt Cave,,,,,,240,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=246,,
Hungary,,,Basalthhle bei Pula,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=163,,
United States of America,California; Siskiyou County,Mount St. Helens,Bat Cave,,,,,351,805,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=535,,
United States of America,Idaho; Gooding County,,Bat Cave,,,,,,270,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1058,,
United States of America,New Mexico; Cibola County,,Bat Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1190,,
United States of America,Oregon,,Bat Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1281,,
United States of America,Washington; Cowlitz County,,Bat Cave,,,,,,518,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1598,,
United States of America,New Mexico; Socorro County,,Bat Caves,,,,,,3800,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1196,,
United States of America,Oregon; Deschutes County,,Bat Crack,,,,,,274,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1297,,
Australia,Victoria,Mt. Napier,Bathtub,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1575,,
United States of America,California; Siskiyou County,,Battered Sherman,,,,,,16,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=464,,
Australia,North Queensland,Undara,Bayliss Cave,,AU-ASF-4U-30,,,,1350,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1210; Atkinson et al. (1975) https://doi.org:10.1007/BF02597832,,
United States of America,California; San Bernardino,Pisgah,BB,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=286,,
United States of America,California; San Bernardino,Pisgah,BE,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=287,,
United States of America,California; Siskiyou County,,Beaconlight cave,,,,,,127,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=465,,
United States of America,California; Siskiyou County,Porcupine Butte,Bear Tooth Cave,,,,,,276,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=436,,
United States of America,Idaho; Blaine County,,Bear Trap Lava Tube,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1012,,
United States of America,California; Siskiyou County,,Bearpaw Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=603,,
United States of America,Washington; Cowlitz County,,Beaver Bay Cave,,,,,,194,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1599,,
United States of America,Washington; Skamania County,Mount St. Helens,Beaver Cave,,,,,475,575,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1694,,
United States of America,Washington,,Beer Bottle Cave,,,,,,1239,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1753,,
United States of America,Idaho; Lincoln County,,Belly Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1076,,
United States of America,Oregon; Lake County,,Ben's Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1248,,
United States of America,Oregon; Lake County,,Benjamin Lake Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1242,,
United States of America,California; Siskiyou County,,Bertha's Cupboard Cave,,,,,,550,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=637,,
United States of America,California; San Bernardino,Pisgah,BG,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=288,,
United States of America,Hawaii,Hawaii (Big Island); Mauna Loa,Big Black Cave,,,,,,500,,,,lava tunnel,,Mauna Loa flow of 1855,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=924; https://rpif.asu.edu/LTdatabase/result.php?RECNO=919,,
United States of America,California; Siskiyou County,,Big Block,,,,,,31,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=466,,
United States of America,California; Shasta County,,Big Cave,,,,,,1030,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=426,,
United States of America,Washington; Skamania County,,Big Cave,,,,,,823,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1624,,
United States of America,California; Siskiyou County,,Big Deal Cave,,,,,,31,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=544,,
United States of America,California; Siskiyou County,Lava Beds National Monument,Big Painted Cave,,,,,,81,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=612,self-guided tourist cave,
United States of America,Hawaii,,Big Red Cave,,,,,,3606,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=937,,
United States of America,Hawaii,Hawaii (Big Island),Big Room cave,,,,,,37,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=852,,
United States of America,New Mexico; Cibola County,,Big Skylight Cave,,,,,,290,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1195,,
United States of America,Washington; Skamania County,Mt. Adams,Big Trench Cave System,,,,,,1219,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1730,,
United States of America,Hawaii,Kauai; Na Pali Coast,Big Wet Cave,,,,,,137,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=991,,
"Korea, Republic of",Cheju,,Bilemot Gul,Rock Pond Cave; Billemot Gul,,,,70,11749,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=668,,
United States of America,Hawaii,Hawaii (Big Island),Bill Rowland's Cave,,,,,,6,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=774,,
United States of America,Washington; Skamania County,,Bill's Cave,,,,,,31,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1625,,
United States of America,California; Siskiyou County,,Birdnest Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=575,,
United States of America,Hawaii,Maui,Bishop's Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=833,,
Australia,Queensland,,Black Braes,,,,,,300,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1415,,
United States of America,Hawaii,,Black Pellet Cave,,,,,,2378,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=943,,
United States of America,Idaho; Lincoln County,,Black Ridge Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1068,,
United States of America,Hawaii,Hawaii (Big Island),Blair Cave,,,,,,1110,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=746,,
Iceland,,,Blami Cave,Blue Mineral Cave,,,,,913,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=187,,
United States of America,Hawaii; Kauai County,Kauai Island; Koloa,Blind Eye Spider Cave,Kiahuna Cave; Golf Course Cave,,,,,133,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=820,,
Iceland,,,Blindgtuhellir,,,,,,45,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=193,,
United States of America,California; Siskiyou County,,BLM Cave,,,,,,9,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=467,,
Australia,Victoria,Mt. Napier,Blood Cave,,AU-ASF-3H-H32,,,,3,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1576,,
United States of America,California; Siskiyou County,Lava Beds National Monument,Blue Grotto,,,,,,470,,,,lava tunnel,,,Labyrinth Cave System,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=559,self-guided tourist cave,
United States of America,Washington; Skamania County,Mount St. Helens,Blue Ribbon Cave,,,,,597,152,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1695,,
United States of America,Oregon; Deschutes County,,Boa Holes Cave,,,,,,8,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1337,,
United States of America,California; Siskiyou County,,Bobcat Cave,,,,,,1566,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=623,,
United States of America,Alaska; Aleutians East Borough,St. Paul Island,Bogoslof Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=234,,
United States of America,Alaska; Aleutians East Borough,St. Paul Island,Bogoslof Dome Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=235,,
United States of America,Oregon; Malheur County,,Bogus Creek Cave,,,,,,206,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1305,,
United States of America,Hawaii,Hawaii Island,Bombed Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=796,,
United States of America,Oregon; Deschutes County,,Bone Cave,,,,,,152,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1336,,
United States of America,Arizona; Coconino County,San Franciscan (Sunset Crater),Bonito Flow Ice Cave,Sunset Crater Ice Cave,,,,,69,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=247,,
United States of America,Hawaii,Hawaii (Big Island),Bordello Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=745,,
Iceland,,Snaefellsnes og Hnappadal,Borgarhellir,,,,,,670,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=27,,
United States of America,California; Siskiyou County,Lava Beds National Monument,Boulevard Cave,,,,,,231,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=522,self-guided tourist cave,
United States of America,Hawaii,Maui,Boundry Line Cave,,,,,,9,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=835,,
United States of America,California; Siskiyou County,,Bowers Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=468,,
United States of America,Utah; Garfield County,,Bowers Cave,,,,,,289,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1564,,
United States of America,Idaho; Butte County,,Boy Scout Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1021,,
United States of America,Oregon; Deschutes County,,Boyd Cave,,,,,,600,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1318,,
United States of America,New Mexico; Cibola County,,Braided Cave,,,,,,915,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1186,,
United States of America,Oregon; Deschutes County,,Braille Cave,,,,,,21,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1327,,
Australia,Queensland,,Branch,,,,,,10,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1372,,
Portugal,Azores,Ilha de Terceira,Branco Opala,,,,,280,99,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=233; Riquelme et al. (2015) https://doi.org:10.1093/femsec/fiv141,,
Portugal,Azores,Ilha de Terceira,Gruta do Natal,,,,,551,697,,,,lava tunnel,,,,,Riquelme et al. (2015) https://doi.org:10.1093/femsec/fiv141,,
United States of America,California; Siskiyou County,,Bray Ice Caves,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=469,,
United States of America,Oregon; Lane County,,Breakdown Cave,,,,,,30,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1255,,
United States of America,Washington; Skamania County,Mount St. Helens,Breakdown Cave,,,,,,30,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1696,,
United States of America,Washington; Skamania County,,Breakdown Mountain Cave,,,,,,61,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1626,,
United States of America,California; San Bernardino,,Breakin,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=289,,
United States of America,New Mexico; Cibola County,El Mapais (Bendera Flow),Brewer's Cave,,,,,2280,705,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1184,,
Australia,Victoria,Mt. Napier,Bridge Cave,,AU-ASF-3H-13,,,,200,20,2,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1577,,
United States of America,Washington; Skamania County,,Broken Back Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1627,,
United States of America,California; Siskiyou County,,Brown's wHole Cave,,,,,,45,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=470,,
United States of America,California; San Bernardino,,BT,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=290,,
Iceland,,Snaefellsnes og Hnappadal,Budahellir,,,,,,380,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=25,,
United States of America,Idaho; Butte County,,Buffalo Caves,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1022,,
United States of America,Oregon; Malheur County,,Bullet Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1230,,
United States of America,Hawaii,Oahu,Burial Cave at Niu,,,,,,60,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=812,,
United States of America,Idaho; Lincoln County,,Burley Wind Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1069,,
United States of America,Oregon; Lake County,,Burnout Cave,,,,,,9,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1238,,
United States of America,Oregon; Malheur County,,Burns Cave,,,,,,341,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1220,,
United States of America,California; San Bernardino,Pisgah,C1,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=291,,
United States of America,California; San Bernardino,Pisgah,C10,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=292,,
United States of America,California; San Bernardino,Pisgah,C11,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=293,,
United States of America,California; San Bernardino,Pisgah,C12,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=294,,
United States of America,California; San Bernardino,Pisgah,C13North,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=295,,
United States of America,California; San Bernardino,Pisgah,C13W,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=296,,
United States of America,California; San Bernardino,Pisgah,C2,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=297,,
United States of America,California; San Bernardino,Pisgah,C3,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=298,,
United States of America,California; San Bernardino,Pisgah,C4,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=299,,
United States of America,California; San Bernardino,Pisgah,C4.5,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=300,,
United States of America,California; San Bernardino,Pisgah,C5,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=301,,
United States of America,California; San Bernardino,Pisgah,C6,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=302,,
United States of America,California; San Bernardino,Pisgah,C7,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=303,,
United States of America,California; San Bernardino,Pisgah,"C7,2",,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=304,,
United States of America,California; San Bernardino,Pisgah,C8,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=305,,
United States of America,California; San Bernardino,Pisgah,C9,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=306,,
United States of America,Arizona; Coconino County,,Cabin Cave,,,,,,290,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=245,,
Australia,Heard Island,,CAD15_16 Cave,,,,,,200,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=994,,
United States of America,Oregon; Lake County,,Cairn Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1240,,
United States of America,California; Siskiyou County,Medicine Lake Highlands,Caldwell Ice Caves,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=471,,
United States of America,Hawaii; North Kona District,Hawaii Island,Can Cave,,,,,,216,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=773,,
United States of America,Oregon; Malheur County,,Can Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1224,,
United States of America,Washington; Skamania County,,Candle Cave,,,,,,188,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1628,,
Japan,Kumamoto,,Caninome Fuketsu,,,,,635,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1143,,
France,Reunion,Reunion Island,Cape Blanc Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1435,,
